0.	0.0187	0.000935
0.65	0.0215	0.001075
0.75	0.0215	0.001075
0.85	0.0226	0.00113
2.25	0.0815	0.004075
2.35	0.09015	0.0045075
2.45	0.0996	0.00498
2.9	0.1743	0.008715
3	0.18583	0.0092915
3.1	0.214384	0.0107192
3.2	0.2489007	0.012445035
